patent_id,section,cpc_class,cpc_subclass
10479351,B,B60,B60Y
10682652,B,B03,B03C
11752416,G,G16,G16Y
7381440,A,A61,A61B
12183878,C,C01,C01P
6567780,G,G07,G07F
10682652,B,B02,B02C
10711123,B,B60,B60C
11752416,G,G09,G09B
6224663,A,A61,A61K
11752416,G,G09,G09F
11927057,E,E05,E05F
5240621,B,B03,B03D
11752416,G,G06,G06F
11581969,G,G01,G01C
11752416,G,G06,G06V
11752416,A,A63,A63B
11752416,A,A47,A47G
11752416,A,A45,A45D
7987301,G,G06,G06F
8034268,Y,Y10,Y10T
8036672,H,H04,H04W
8058572,H,H01,H01H
8114533,Y,Y10,Y10S
8179807,H,H04,H04L
8195825,H,H04,H04L
8203602,H,H04,H04N
8244891,H,H04,H04L
8273597,Y,Y02,Y02E
8276089,G,G06,G06F
8277523,Y,Y02,Y02E
8325426,G,G03,G03F
8373080,B,B65,B65B
8405760,H,H04,H04N
8510489,G,G06,G06F
8538779,G,G16,G16H
8557072,B,B32,B32B
8580709,A,A01,A01N
8605975,G,G06,G06T
8622766,H,H01,H01R
8634655,Y,Y10,Y10T
8640058,G,G03,G03F
8653569,H,H10,H10D
8667388,G,G06,G06F
8770374,B,B66,B66B
8776581,G,G01,G01N
8787358,H,H04,H04L
8848407,Y,Y02,Y02E
8906620,C,C12,C12Q
8924790,G,G06,G06F
8937483,H,H01,H01L
8939535,H,H04,H04N
8949039,H,H04,H04N
8967968,F,F05,F05D
9010852,B,B64,B64D
9056515,Y,Y10,Y10T
9074611,F,F04,F04D
9091279,F,F04,F04D
9097758,G,G01,G01R
9111833,H,H10,H10F
9126453,G,G09,G09F
9138664,G,G01,G01N
9139187,F,F16,F16H
9189479,Y,Y10,Y10S
9199810,B,B65,B65H
9210761,Y,Y02,Y02B
9214833,H,H02,H02J
9225804,H,H04,H04M
9234032,C,C12,C12N
9265341,Y,Y10,Y10T
9278234,C,C11,C11D
9312001,G,G11,G11C
9460410,G,G06,G06Q
9476813,Y,Y10,Y10T
9550512,B,B62,B62B
9589365,G,G06,G06T
9600826,G,G06,G06Q
9639651,G,G06,G06F
9653495,H,H10,H10D
9655394,A,A41,A41D
9662515,C,C12,C12P
9692893,H,H04,H04M
9736960,H,H05,H05K
9737517,A,A61,A61P
9779260,G,G06,G06F
9920318,C,C12,C12N
10022995,D,D21,D21H
10150344,B,B62,B62D
10279791,F,F16,F16D
10288905,G,G02,G02C
10356405,H,H04,H04N
10369008,Y,Y10,Y10T
10393303,F,F16,F16L
10399359,B,B41,B41J
10440911,C,C12,C12N
10484843,H,H04,H04W
10480751,G,G02,G02B
10519222,G,G01,G01N
10545810,G,G11,G11C
10587372,H,H04,H04W
10627004,F,F17,F17C
10691791,G,G06,G06F
10701036,H,H04,H04L
10706048,G,G06,G06F
10750185,H,H04,H04N
10759906,C,C08,C08L
10869490,B,B30,B30B
10872373,G,G06,G06Q
10933678,C,C09,C09D
10950499,H,H10,H10D
10962320,F,F41,F41A
10972063,H,H03,H03F
10985683,H,H02,H02P
11040077,A,A61,A61P
11045005,A,A47,A47C
11051895,A,A61,A61B
11087459,G,G16,G16H
11106525,H,H04,H04L
11112205,F,F41,F41B
11117883,C,C07,C07D
11152793,H,H05,H05F
11182495,H,H04,H04L
11209633,H,H04,H04N
11230380,Y,Y02,Y02T
11245478,H,H04,H04B
11254989,Y,Y02,Y02A
11264274,H,H10,H10D
11296732,H,H04,H04B
11298639,C,C25,C25B
11352189,B,B65,B65D
11355314,H,H01,H01J
11428067,Y,Y02,Y02E
11442244,G,G03,G03B
11449748,H,H04,H04L
11455685,G,G06,G06Q
11452604,A,A61,A61F
11486122,E,E03,E03D
11543404,G,G01,G01N
11573177,G,G01,G01N
11600509,H,H01,H01L
11606139,H,H04,H04J
11624885,H,H05,H05K
11641826,A,A01,A01H
11650624,H,H10,H10F
11656003,F,F25,F25B
11674596,F,F16,F16J
11692519,F,F02,F02M
11742945,H,H04,H04B
11806458,A,A61,A61M
11807037,F,F16,F16C
11830081,G,G06,G06N
11857785,A,A61,A61N
11963634,A,A47,A47B
11977091,G,G01,G01N
12072702,G,G05,G05D
12109294,A,A61,A61Q
12174183,G,G01,G01N
12194715,B,B32,B32B
12250243,H,H04,H04L
12323219,H,H04,H04B
9733599,G,G03,G03G
8234695,G,G06,G06Q
8290565,A,A61,A61B
8409851,Y,Y02,Y02C
8478015,A,A61,A61B
8549760,B,B26,B26D
8634655,G,G06,G06V
8675304,G,G11,G11B
8680239,A,A61,A61K
9010852,B,B60,B60N
9135360,G,G06,G06F
9145520,Y,Y02,Y02W
9221196,B,B29,B29C
9265341,E,E04,E04F
9292092,G,G06,G06V
9394737,E,E05,E05F
9524715,G,G06,G06F
9585218,H,H05,H05B
9589365,G,G06,G06V
9662950,B,B60,B60G
9662515,A,A61,A61Q
9667312,H,H03,H03G
9691812,H,H01,H01L
9710848,G,G06,G06Q
9863138,E,E04,E04C
9863111,E,E01,E01C
9984704,G,G10,G10L
10107789,G,G01,G01V
10121098,G,G06,G06K
10150344,B,B60,B60G
10160911,F,F23,F23B
10194883,A,A61,A61B
10288905,G,G02,G02B
10333330,H,H05,H05B
10355190,H,H10,H10K
10435254,B,B65,B65B
10477189,G,G06,G06T
10480751,G,G02,G02F
10508267,C,C12,C12Y
10519222,C,C12,C12N
10540603,H,H04,H04B
10543183,C,C12,C12Q
10553495,H,H01,H01L
10587372,H,H04,H04L
10722985,B,B33,B33Y
10933678,B,B44,B44C
10950499,H,H01,H01L
10995713,B,B01,B01D
10998600,Y,Y02,Y02P
11046802,C,C08,C08G
11087459,G,G06,G06T
11108995,G,G06,G06V
11106525,G,G06,G06N
11129067,H,H04,H04W
11209633,G,G06,G06V
11264274,H,H01,H01L
11296732,H,H03,H03K
11389431,C,C07,C07K
11442244,G,G02,G02B
11523479,H,H05,H05B
11543404,C,C12,C12M
11624885,H,H04,H04Q
11623456,B,B41,B41J
11651637,G,G07,G07C
11665941,G,G09,G09G
11724984,C,C07,C07C
11736878,H,H04,H04R
11803778,G,G06,G06N
11958908,C,C07,C07K
11996461,H,H01,H01L
12170879,H,H04,H04R
12200996,H,H10,H10K
12203632,F,F21,F21V
12250243,H,H04,H04W
12266464,H,H01,H01F
12323534,G,G06,G06F
9733599,G,G01,G01K
10100777,F,F01,F01P
8114533,C,C09,C09K
8235154,B,B60,B60K
8409851,Y,Y02,Y02A
8536308,A,A61,A61P
8549760,B,B23,B23D
8634655,G,G06,G06F
8785915,C,C07,C07D
8848407,H,H02,H02J
9012366,B,B30,B30B
9056515,C,C09,C09D
9065130,H,H01,H01M
9126453,A,A44,A44C
9138664,B,B01,B01L
9364675,A,A61,A61N
9413287,H,H02,H02S
9516066,G,G06,G06F
9569774,G,G06,G06Q
9592838,B,B61,B61D
9631185,C,C07,C07K
9662950,B,B21,B21H
9903870,C,C12,C12Q
9984704,G,G08,G08G
10054488,G,G01,G01N
10364527,D,D06,D06N
10369008,A,A61,A61B
10434153,A,A61,A61P
10440911,A,A01,A01H
10484843,H,H04,H04R
10508267,C,C12,C12N
10543183,C,C07,C07C
10674609,B,B26,B26D
10727560,G,G01,G01S
10737943,C,C23,C23C
10791645,H,H01,H01F
10836078,B,B29,B29C
10881728,A,A61,A61P
10972063,G,G01,G01D
11087459,G,G06,G06F
11209633,G,G02,G02B
11296732,H,H03,H03F
11451648,G,G09,G09G
11543404,C,C12,C12N
11600509,B,B81,B81C
12152149,C,C08,C08L
8167586,F,F04,F04B
8634655,G,G01,G01B
8848407,H,H02,H02H
9292092,G,G06,G06F
9428181,B,B60,B60K
9495803,G,G08,G08B
9511310,B,B01,B01D
9601908,B,B64,B64D
10016307,A,A61,A61M
10333330,A,A24,A24F
10328593,B,B21,B21J
10364527,B,B32,B32B
10369008,A,A61,A61F
10465090,C,C08,C08G
10540603,H,H01,H01P
10966071,G,G01,G01C
11087459,G,G06,G06V
11428067,C,C09,C09K
11523479,H,H02,H02J
11651637,B,B60,B60R
11650624,H,H04,H04M
9145520,C,C08,C08J
9800955,G,G06,G06F
9932237,C,C01,C01B
10393303,F,F01,F01D
10611907,C,C08,C08L
10737943,A,A44,A44C
10759906,A,A61,A61P
11087459,A,A61,A61B
11428067,C,C06,C06B
10355190,B,B82,B82Y
10484843,G,G06,G06F
10543183,A,A61,A61P
10598139,F,F02,F02M
3939387,H,H02,H02M
3952219,H,H02,H02K
3955740,B,B29,B29C
4007704,H,H01,H01J
4033271,A,A01,A01C
4056491,C,C11,C11D
4104864,G,G04,G04G
4131503,Y,Y10,Y10T
4170267,E,E21,E21C
4178543,G,G01,G01R
4188504,H,H04,H04S
4206625,B,B21,B21D
4208952,F,F16,F16D
4225632,Y,Y10,Y10T
4228626,E,E04,E04B
4243499,C,C25,C25C
4301728,B,B41,B41F
4325096,H,H01,H01F
4401714,Y,Y10,Y10T
4410005,Y,Y10,Y10T
4416715,Y,Y10,Y10T
4416182,G,G09,G09B
4446676,B,B65,B65B
4449683,B,B64,B64C
4502652,Y,Y10,Y10S
4536255,D,D21,D21F
4567096,Y,Y10,Y10T
4581619,G,G06,G06K
4584257,Y,Y10,Y10S
4601505,B,B65,B65G
4661821,H,H01,H01Q
4676018,A,A01,A01K
4693074,F,F23,F23C
4700509,F,F25,F25D
4700976,Y,Y10,Y10T
4746424,Y,Y10,Y10T
4789831,G,G09,G09G
4873371,C,C07,C07C
4900780,C,C08,C08H
4911093,B,B63,B63H
4973309,A,A61,A61M
4999365,A,A61,A61K
5082621,Y,Y10,Y10T
5086522,A,A47,A47K
5099120,H,H10,H10N
5124724,B,B41,B41J
5153139,Y,Y10,Y10T
5286577,Y,Y10,Y10T
5289384,G,G06,G06F
5320085,F,F41,F41B
5343244,H,H04,H04N
5420043,Y,Y02,Y02P
5451736,H,H01,H01F
5482918,Y,Y10,Y10T
5485947,A,A61,A61B
5500690,H,H04,H04N
5530771,G,G01,G01S
5534442,H,H01,H01L
5706483,G,G06,G06F
5742698,H,H04,H04N
5794922,E,E04,E04H
5844112,Y,Y02,Y02P
5866248,Y,Y10,Y10T
5899808,A,A01,A01F
5949340,G,G08,G08B
5971448,Y,Y10,Y10T
5977032,Y,Y10,Y10S
6003904,Y,Y10,Y10S
6006596,G,G01,G01F
6056493,B,B42,B42D
6079348,B,B63,B63G
6089281,D,D03,D03J
6169242,G,G10,G10H
6182572,Y,Y10,Y10T
6208692,H,H04,H04N
6207947,H,H10,H10F
6218511,G,G01,G01N
6234585,B,B60,B60T
6245710,Y,Y10,Y10S
6263385,G,G06,G06F
6322197,G,G06,G06K
6351542,H,H04,H04R
6405681,A,A01,A01K
6445295,G,G08,G08B
6545923,G,G11,G11C
6583230,Y,Y10,Y10T
6625061,G,G11,G11C
6648947,B,B01,B01D
6669564,G,G06,G06F
6682916,C,C12,C12P
6698731,F,F16,F16F
6715666,H,H01,H01L
6735020,G,G02,G02B
6747720,G,G02,G02B
6758413,B,B05,B05B
6789302,Y,Y10,Y10T
6810690,C,C03,C03B
6852973,H,H01,H01J
6898824,Y,Y10,Y10T
6920736,B,B65,B65B
6925871,Y,Y10,Y10S
6962473,B,B60,B60P
6985355,G,G06,G06F
6988663,G,G06,G06K
7095939,G,G02,G02B
7164859,H,H04,H04J
7186447,C,C09,C09K
7226622,A,A61,A61P
7329635,C,C10,C10L
7375995,Y,Y02,Y02B
7450439,G,G11,G11C
7454474,H,H04,H04L
7484043,G,G06,G06F
7497189,A,A23,A23K
7508226,G,G01,G01N
7579602,H,H01,H01J
7609098,Y,Y02,Y02B
7677904,H,H01,H01R
7722354,A,A61,A61C
7757887,Y,Y10,Y10S
7758751,C,C10,C10G
7779579,E,E04,E04B
7785387,Y,Y02,Y02P
7826626,H,H04,H04S
7862973,G,G03,G03G
7966595,G,G06,G06F
8047194,Y,Y10,Y10T
8119661,C,C07,C07D
8129024,Y,Y10,Y10T
8150360,H,H04,H04L
8177477,Y,Y10,Y10S
8181782,B,B65,B65D
8198229,A,A61,A61P
8203517,G,G09,G09G
8214295,G,G06,G06F
8217269,Y,Y02,Y02P
8303419,H,H01,H01L
8312838,B,B05,B05B
8364884,G,G06,G06F
8401349,G,G02,G02B
8431468,H,H10,H10D
8461215,Y,Y02,Y02P
8466853,G,G09,G09G
8506544,A,A61,A61F
8530766,G,G06,G06F
8538471,H,H04,H04L
8579444,B,B60,B60R
8627696,D,D07,D07B
8643480,H,H03,H03K
8767680,H,H04,H04W
8778628,C,C07,C07H
8814289,B,B41,B41J
8838361,F,F02,F02D
8857269,G,G01,G01F
8883057,C,C08,C08F
8882307,Y,Y10,Y10S
8953268,G,G11,G11B
8961057,Y,Y10,Y10T
8991052,Y,Y10,Y10T
9068335,Y,Y10,Y10T
9095129,A,A01,A01K
9116732,H,H04,H04L
9187042,B,B62,B62J
9238583,Y,Y02,Y02E
9245909,H,H10,H10D
9249290,C,C08,C08L
9280865,H,H04,H04N
9286868,G,G10,G10G
9306539,H,H03,H03H
9313397,H,H04,H04N
9340254,Y,Y10,Y10T
9360804,G,G03,G03G
9392592,Y,Y02,Y02D
9399402,Y,Y02,Y02T
9518156,C,C08,C08K
9529279,H,H01,H01J
9552612,G,G06,G06Q
9566496,A,A63,A63B
9586955,C,C07,C07D
9609736,H,H05,H05K
9613896,H,H10,H10D
9614563,H,H04,H04B
9650905,Y,Y10,Y10T
9815033,Y,Y02,Y02P
9858600,G,G06,G06N
9894397,H,H04,H04N
9949276,H,H04,H04W
9990936,G,G10,G10L
9989342,F,F42,F42B
10006289,F,F01,F01D
10102483,G,G06,G06N
10131251,Y,Y10,Y10T
10134830,H,H10,H10D
10137037,A,A61,A61M
10167923,F,F16,F16F
10177724,H,H04,H04W
10206326,B,B65,B65G
10217809,H,H10,H10D
10216755,G,G06,G06Q
10228127,F,F23,F23D
10247072,Y,Y02,Y02A
10251549,G,G01,G01B
10261393,H,H04,H04N
10268203,G,G05,G05D
10308172,G,G08,G08G
10326399,H,H02,H02K
10334401,H,H04,H04L
10331494,G,G06,G06F
10433130,H,H04,H04L
10472743,D,D10,D10B
10482272,G,G06,G06F
10490441,H,H01,H01L
10563715,F,F16,F16D
10604751,C,C12,C12Q
10613141,G,G01,G01R
10620891,G,G06,G06K
10624086,H,H04,H04Q
10647147,G,G09,G09F
10753017,D,D10,D10B
10827319,H,H04,H04W
10855990,H,H04,H04N
10873819,H,H04,H04S
10875559,B,B61,B61L
10887906,H,H04,H04L
10894977,C,C12,C12Q
10934729,E,E04,E04H
10946997,G,G01,G01G
10963191,H,H10,H10D
10972456,H,H04,H04W
10998183,H,H01,H01L
11005829,H,H04,H04L
11041713,H,H01,H01S
11042562,G,G06,G06F
11100521,G,G06,G06F
11134121,H,H04,H04L
11140516,H,H04,H04W
11165946,H,H04,H04N
11214034,B,B65,B65D
11220334,B,B64,B64D
11244299,G,G06,G06Q
9488290,F,F16,F16K
11273877,Y,Y02,Y02T
11285832,Y,Y02,Y02T
11292978,C,C10,C10M
11296498,H,H02,H02H
11319292,C,C07,C07D
11372512,G,G06,G06F
11419184,H,H04,H04W
11430313,G,G08,G08B
11432537,C,C12,C12N
11503041,H,H04,H04L
11539746,H,H04,H04L
11599559,G,G06,G06F
11604466,G,G05,G05B
11613545,C,C07,C07D
11740081,G,G01,G01W
11756811,H,H01,H01L
11796271,F,F41,F41A
11819781,G,G01,G01N
11859346,D,D21,D21F
11894522,Y,Y10,Y10T
11897531,B,B62,B62B
11906779,H,H10,H10H
11945783,C,C07,C07D
11997997,A,A01,A01K
12000052,C,C23,C23C
12012079,B,B60,B60S
12085209,F,F16,F16K
12111091,F,F25,F25C
12130762,G,G06,G06F
12156851,A,A61,A61J
12251449,C,C07,C07K
12395566,H,H04,H04M
12429578,G,G06,G06T
3946582,B,B21,B21C
4008094,C,C03,C03C
4013366,G,G02,G02B
4091086,Y,Y02,Y02P
4166973,G,G07,G07C
4222422,Y,Y10,Y10S
4240885,C,C25,C25B
4249300,Y,Y10,Y10T
4272104,B,B60,B60R
4291544,Y,Y10,Y10T
4321348,Y,Y10,Y10S
4327248,Y,Y10,Y10T
4345502,H,H03,H03F
4367738,A,A61,A61M
4393732,Y,Y10,Y10S
4427042,Y,Y10,Y10S
4457420,B,B65,B65G
4502126,G,G01,G01N
4517231,Y,Y10,Y10T
4541509,E,E04,E04G
4569563,B,B60,B60N
4610011,H,H04,H04Q
4685904,A,A61,A61M
4727702,E,E06,E06B
4754486,H,H04,H04R
4889004,Y,Y10,Y10T
4895996,C,C07,C07D
4907557,F,F02,F02D
4909971,C,C08,C08J
4913452,B,B62,B62B
4919294,B,B65,B65D
4971323,A,A63,A63F
5025645,F,F16,F16C
5093696,Y,Y10,Y10S
5133354,A,A61,A61N
5148328,G,G11,G11B
5170001,G,G10,G10D
5174636,B,B60,B60T
5185147,Y,Y10,Y10S
5209451,A,A47,A47F
5262608,B,B23,B23K
5357836,Y,Y10,Y10T
5390957,Y,Y10,Y10S
5456882,Y,Y10,Y10T
5476461,A,A61,A61B
5521168,A,A61,A61K
5565832,H,H01,H01F
5691452,C,C07,C07K
5690114,G,G01,G01S
5718542,Y,Y10,Y10S
5748633,H,H04,H04L
5773918,H,H01,H01J
5784373,H,H04,H04L
5801072,H,H01,H01L
5878262,Y,Y10,Y10S
5894347,G,G01,G01J
5915967,A,A61,A61C
5984528,Y,Y10,Y10T
6041230,H,H04,H04W
6045896,Y,Y10,Y10T
6058022,H,H05,H05K
6081056,H,H02,H02K
6102925,A,A61,A61B
6115147,H,H04,H04N
6123588,H,H05,H05K
6244146,Y,Y10,Y10S
6268666,H,H02,H02M
6361703,B,B29,B29L
6368717,Y,Y10,Y10T
6466796,H,H04,H04W
6626414,B,B28,B28B
6658336,G,G01,G01S
6690076,Y,Y10,Y10S
6716356,B,B01,B01D
6762190,C,C07,C07D
6803863,G,G06,G06F
6814373,B,B62,B62D
6835221,Y,Y10,Y10S
6870226,H,H10,H10D
6876023,H,H10,H10B
6910187,H,H04,H04M
6939960,C,C08,C08B
6946859,G,G01,G01R
6951900,C,C08,C08J
6982033,Y,Y02,Y02W
7028309,G,G06,G06F
7049625,H,H10,H10D
7065926,E,E04,E04B
7083556,A,A63,A63B
7088653,G,G11,G11B
7107756,F,F05,F05D
7118764,C,C08,C08B
7169683,H,H01,H01L
7178760,B,B64,B64D
7178393,G,G01,G01B
7199160,A,A61,A61K
7213271,A,A42,A42B
7213710,B,B65,B65D
7386760,H,H04,H04L
7397224,H,H02,H02H
7436937,H,H04,H04M
7481316,Y,Y02,Y02W
7503836,B,B24,B24D
7653824,G,G06,G06F
7725945,G,G11,G11B
7805690,G,G16,G16Z
7802613,B,B22,B22C
7832010,H,H04,H04L
7855560,G,G01,G01V
7865399,G,G06,G06Q
7913401,A,A01,A01D
7944008,G,G01,G01L
7964450,H,H01,H01L
7997997,A,A63,A63B
8037336,H,H04,H04B
8037007,G,G06,G06N
8227016,Y,Y10,Y10T
8267833,Y,Y10,Y10T
8309900,G,G03,G03H
8321660,H,H04,H04N
8338437,C,C07,C07D
8346423,Y,Y10,Y10S
8349593,C,C12,C12P
8356162,G,G06,G06F
8378912,H,H01,H01Q
8424715,B,B65,B65F
8431084,Y,Y10,Y10T
8460324,A,A61,A61F
8476126,H,H10,H10D
8477605,Y,Y02,Y02D
8618830,Y,Y02,Y02D
8635333,G,G06,G06Q
8638971,Y,Y10,Y10T
8691561,F,F25,F25B
8786265,H,H02,H02M
8784951,H,H01,H01L
8819669,G,G06,G06F
8855687,H,H04,H04W
8851913,Y,Y10,Y10T
8994858,H,H10,H10F
9019432,H,H04,H04N
9022354,F,F16,F16K
9057681,G,G01,G01N
9085280,B,B60,B60R
9133118,H,H10,H10K
9133367,Y,Y10,Y10T
9138626,A,A63,A63B
9161872,A,A61,A61H
9168964,B,B62,B62J
9189076,G,G06,G06F
9205945,B,B65,B65C
9228003,Y,Y02,Y02A
9308126,A,A61,A61N
9327365,Y,Y10,Y10T
9427916,G,G06,G06T
9497621,H,H04,H04W
9492996,B,B65,B65H
9524937,H,H01,H01L
9597111,A,A61,A61P
9619793,G,G06,G06Q
9636811,B,B25,B25C
9776379,B,B32,B32B
9791119,H,H10,H10H
9807842,H,H05,H05B
9873969,D,D06,D06F
9976509,F,F02,F02D
10056666,H,H01,H01P
10066125,C,C09,C09D
10147150,G,G06,G06F
10153204,Y,Y10,Y10T
10227795,E,E05,E05B
10264684,Y,Y10,Y10T
10306458,H,H04,H04W
10398827,A,A61,A61M
10399589,B,B62,B62B
3991640,B,B65,B65B
4017652,C,C08,C08F
4021067,E,E05,E05C
4037326,G,G01,G01B
4069090,Y,Y02,Y02P
4098644,G,G21,G21C
4225632,H,H01,H01G
4247082,B,B66,B66F
4567096,Y,Y10,Y10S
4646319,H,H04,H04L
4658247,G,G06,G06T
4693074,F,F23,F23M
4700976,G,G09,G09F
4746424,E,E04,E04H
4761725,H,H02,H02M
4807844,F,F25,F25C
5000466,A,A63,A63C
5082621,Y,Y10,Y10S
5338089,B,B60,B60J
5403060,B,B60,B60S
5429179,Y,Y02,Y02T
5454782,A,A61,A61B
5482918,Y,Y10,Y10S
5495723,F,F24,F24D
5665589,C,C12,C12N
5794018,H,H04,H04L
5831187,B,B22,B22F
5866617,A,A61,A61P
5949340,B,B60,B60N
5971448,Y,Y10,Y10S
6194782,H,H05,H05K
6245710,Y,Y10,Y10T
6316446,A,A01,A01N
6351542,G,G07,G07F
6414834,H,H01,H01J
6565443,A,A63,A63F
6717522,G,G06,G06Q
6747720,G,G02,G02F
6763161,G,G11,G11B
6789302,F,F16,F16B
6922968,E,E04,E04G
6925871,G,G01,G01F
7002362,H,H05,H05K
7164859,G,G02,G02B
7217267,A,A61,A61B
7249284,G,G06,G06F
7371644,H,H01,H01L
7375995,Y,Y02,Y02P
7411594,G,G06,G06T
7416720,A,A61,A61Q
7508226,G,G01,G01R
7544424,C,C23,C23C
7608249,A,A61,A61K
7679081,H,H10,H10K
7779579,E,E04,E04H
7786031,D,D10,D10B
7815899,A,A61,A61Q
7841738,F,F21,F21Y
7914828,A,A61,A61P
8032977,A,A47,A47L
8129867,H,H03,H03K
8134347,H,H02,H02M
8177477,Y,Y02,Y02E
8185108,H,H04,H04W
8361350,C,C09,C09D
8445962,H,H10,H10D
8478793,G,G06,G06F
8538471,H,H04,H04W
8568499,B,B24,B24D
8590344,C,C03,C03B
8601652,A,A44,A44B
8673958,Y,Y02,Y02P
8728553,A,A61,A61K
8794280,B,B60,B60C
8883057,C,C08,C08L
8883774,C,C07,C07D
8882479,F,F04,F04C
8991052,H,H10,H10N
9001638,H,H04,H04L
9198596,A,A61,A61N
9230958,H,H01,H01L
9246560,H,H04,H04B
9298312,G,G06,G06F
9484454,H,H01,H01L
9586955,A,A61,A61K
9613166,G,G06,G06N
9629321,A,A01,A01H
9770159,A,A61,A61B
9785011,C,C09,C09K
9815033,B,B01,B01F
9826204,G,G03,G03B
9880576,Y,Y02,Y02E
9935175,H,H01,H01L
9949276,H,H04,H04L
10134830,H,H01,H01L
10177724,H,H04,H04L
10193087,H,H10,H10K
10268203,G,G01,G01S
10271555,A,A01,A01N
10295282,F,F28,F28D
10334401,H,H04,H04W
10399330,B,B33,B33Y
10433130,H,H04,H04W
10434550,G,G01,G01N
10508554,F,F01,F01D
10528905,G,G06,G06N
10705085,G,G01,G01N
10757507,G,G10,G10K
10754521,G,G06,G06F
10777395,H,H01,H01J
10827319,H,H04,H04L
10887906,H,H04,H04W
10919468,B,B60,B60L
10934729,A,A61,A61H
10972456,H,H04,H04L
11041713,G,G02,G02B
11065359,A,A61,A61L
11134121,G,G06,G06F
11187854,G,G02,G02B
11277035,H,H02,H02J
11285832,H,H01,H01R
11292978,C,C10,C10N
11381598,G,G06,G06F
11419184,H,H04,H04L
11486086,D,D01,D01F
11503041,G,G06,G06N
11613545,A,A61,A61P
11614917,G,G10,G10L
11740081,G,G01,G01S
11756811,B,B65,B65G
12012079,B,B08,B08B
12070791,B,B21,B21J
12112105,G,G06,G06F
12360165,G,G05,G05B
12366626,H,H04,H04W
12375128,H,H04,H04B
12429578,G,G06,G06V
3933242,G,G10,G10D
3958519,E,E04,E04B
4044462,B,B21,B21J
4075750,B,B25,B25B
4240885,C,C01,C01D
4249300,H,H01,H01P
4272104,A,A44,A44B
4300758,B,B65,B65H
4341234,F,F17,F17C
4379419,B,B25,B25H
4457420,B,B07,B07C
4517077,B,B01,B01J
4576627,C,C05,C05F
4584143,C,C08,C08F
4613278,B,B21,B21J
4727702,E,E04,E04H
4730128,H,H04,H04B
4757526,H,H04,H04M
4797713,G,G03,G03B
4878188,G,G10,G10K
4913452,B,B60,B60B
5025309,G,G06,G06T
5075386,C,C09,C09J
5157942,Y,Y02,Y02B
5219220,B,B65,B65D
5276211,C,C07,C07D
5295197,G,G06,G06V
5306322,C,C03,C03B
5357836,B,B26,B26D
5399150,A,A41,A41D
5487486,A,A47,A47G
5658132,H,H02,H02P
5691413,C,C08,C08L
5708166,A,A61,A61K
5709925,B,B60,B60R
5718542,Y,Y10,Y10T
5830395,B,B29,B29C
5966228,G,G02,G02B
6026820,A,A24,A24F
6244146,Y,Y10,Y10T
6338456,B,B64,B64C
6343243,B,B25,B25J
6361703,B,B29,B29C
6425528,F,F25,F25B
6597298,H,H03,H03L
6707408,H,H03,H03K
6762190,A,A61,A61P
6766370,G,G06,G06F
6893758,H,H01,H01M
6939960,B,B01,B01J
6985508,G,G03,G03F
7109687,H,H01,H01L
7169281,Y,Y02,Y02E
7170673,H,H04,H04B
7428870,F,F42,F42B
7634354,G,G01,G01C
7748512,G,G07,G07C
7757942,G,G07,G07C
7767329,H,H01,H01M
7877291,Y,Y02,Y02B
7951428,B,B05,B05B
8013178,C,C08,C08K
8227016,A,A61,A61L
8403061,E,E21,E21B
8460324,A,A61,A61B
8469548,F,F21,F21V
8584842,A,A24,A24F
8618830,H,H03,H03K
8663798,G,G02,G02F
8784951,C,C23,C23C
8792113,G,G06,G06K
8875022,G,G11,G11B
8881497,D,D01,D01D
8915953,C,C22,C22C
8930804,G,G06,G06Q
9023848,A,A61,A61P
9085816,C,C22,C22C
9133367,H,H01,H01L
9247155,G,G06,G06T
9248417,G,G01,G01N
9275420,G,G06,G06Q
9300703,H,H04,H04L
9332717,A,A01,A01H
9427916,G,G06,G06F
9502036,G,G06,G06F
9505030,H,H01,H01L
9682497,B,B29,B29K
9698006,H,H01,H01L
9976509,F,F01,F01L
9981226,B,B01,B01D
10035770,A,A61,A61P
10055090,G,G06,G06F
10093259,A,A47,A47L
10153204,H,H10,H10F
10201170,B,B65,B65D
10233230,A,A61,A61P
10236731,H,H02,H02K
10239601,B,B64,B64C
10264684,H,H05,H05K
10333493,H,H01,H01L
3955740,B,B06,B06B
4056658,A,A23,A23L
4069090,D,D04,D04B
4071817,G,G01,G01N
4103706,Y,Y02,Y02B
4170267,E,E02,E02F
4268188,C,C22,C22B
4322877,H,H04,H04R
4401714,H,H01,H01M
4424567,G,G06,G06Q
4437146,H,H02,H02M
4576694,C,C25,C25D
4900780,A,A61,A61K
4922583,A,A47,A47L
4930819,E,E05,E05C
4979756,B,B65,B65G
5079915,F,F02,F02K
5200611,G,G02,G02B
5286577,H,H01,H01B
5339587,B,B44,B44C
5420043,H,H10,H10F
5424102,B,B29,B29L
5790611,H,H03,H03L
5844112,B,B01,B01J
5863796,A,A61,A61P
5866248,B,B32,B32B
6102861,A,A61,A61B
6734119,C,C23,C23C
6750158,H,H01,H01L
6975718,H,H04,H04L
7002362,G,G01,G01R
7241592,A,A61,A61P
7679081,H,H05,H05K
7841738,F,F21,F21S
8177477,F,F05,F05B
8197106,F,F21,F21Y
8508485,G,G06,G06F
8579539,A,A01,A01K
8689252,G,G06,G06Q
8883774,A,A61,A61K
8991052,B,B41,B41J
