company_id,name
0ad49644-ca7e-41b7-8b7c-3a631a7c63d5,"OptumInsight, Inc."
49ef1960-84cd-42f3-9a90-aa39ce115412,Wisconsin Alumni Research Foundation
04f035c0-3a3b-447f-838d-28d735f08a6f,MICHELIN RECHERCHE ET TECHNIQUE S.A.
aab8b734-0c82-4599-8b2d-d2dd0a84477d,"Bomatic, Inc."
504ff142-c2d6-4773-9568-502ae16ae1f1,"Rust Innovations, LLC"
b22408d8-6e32-497e-9ea2-e090a96386d5,"Tableau Software, Inc."
2451d49c-4681-4272-b167-ae77ffbe92a5,Quaker Plastic Corporation
075f5d13-9bba-44a5-8de4-213dcb756ff0,Hoechst Celanese Corporation
bac5edd7-e7f8-4483-96b5-4c401c87ede9,"Dynabrade, Inc."
8deba270-ab34-4659-8d35-c9a26cad6080,"Ovonic Battery Company, Inc."
64c513a5-8304-4a6a-a6ed-8148b717fdbd,"Siemens Medical Solutions USA, Inc."
a612a965-7503-43da-aa48-4c81edb94373,AGILYX CORPORATION
bfd06606-0747-435a-87d2-3522a2cfef99,Partecipazioni Bulgari S.p.A.
aae4b20b-4b8e-496c-859a-8b0611fda182,KABUSHIKI KAISHA PILOT CORPORATION
7bbf70e2-5295-4c54-a101-5c255765a8ce,DISCO CORPORATION
d3a19b90-6283-4f65-8d45-3485d4eb7c32,"EARTH ENERGIES, INC."
9652fb69-f364-4a76-aeaf-45025c4bdf03,"Congruens Group, LLC"
